Country,Year,Temp_Max,Temp_Min,Temp_Mean,Precipitation_Sum,Windspeed_Max,Windgusts_Max,Sunshine_Duration,co2,co2_per_capita,coal_co2,oil_co2,gas_co2,cement_co2,population,Country Code,tree_cover_extent_2000__ha,area__ha,tree_cover_loss__ha,gross_emissions_co2e_all_gases__Mg,pct_tree_cover_2000,pct_loss_vs_extent,co2_per_capita_calc,co2_growth_abs,co2_growth_prct,co2_change_pct,deforestation_pct,baseline_temp,temp_anomaly
China,2002,34.1,-15.8,8.947123287671234,1.1961643835616442,31.8,72.4,9.414138219178076,4103.046,3.188,3018.637,653.086,53.993,282.688,1.286866839E9,CHN,1.628735941E8,9.350300495E8,249183.9677,9.839034289E7,17.419075909602626,0.15299224473858405,3.188399821685047,374.53600000000006,10.045192315428952,10.045192315428952,0.15299224473858405,8.68596047608354,0.2611628115876936
China,2003,32.1,-13.7,8.547397260273975,1.416164383561644,32.8,73.4,9.058897115677322,4841.119,3.74,3601.712,727.099,60.745,353.679,1.294517315E9,CHN,1.628735941E8,9.350300495E8,261775.6097,9.231497373E7,17.419075909602626,0.1607231737879357,3.7397097311131757,738.0729999999994,17.988416410637353,17.988416410637353,0.1607231737879357,8.68596047608354,-0.13856321580956532
China,2004,32.0,-20.9,8.822131147540981,1.0724043715846994,31.6,70.9,9.40884734365513,5217.351,4.007,3835.288,839.093,71.521,368.396,1.302100319E9,CHN,1.628735941E8,9.350300495E8,501582.0761,1.912305729E8,17.419075909602626,0.3079578852984862,4.006873298369878,376.23199999999997,7.771591650608056,7.771591650608056,0.3079578852984862,8.68596047608354,0.13617067145744066
China,2005,31.6,-16.1,8.443835616438362,1.3838356164383565,29.5,67.7,9.085672922374435,5882.106,4.49,4424.353,850.173,84.957,411.649,1.310027138E9,CHN,1.628735941E8,9.350300495E8,383608.1682,1.623404681E8,17.419075909602626,0.2355250833136739,4.490064235600591,664.7550000000001,12.741235926047523,12.741235926047523,0.2355250833136739,8.68596047608354,-0.2421248596451786
China,2006,33.7,-19.5,9.742739726027406,1.1169863013698633,30.8,68.0,9.414013873668184,6494.331,4.927,4905.367,898.534,103.753,470.087,1.318054037E9,CHN,1.628735941E8,9.350300495E8,575281.5783,2.316974088E8,17.419075909602626,0.3532073946540362,4.927211493378249,612.2250000000004,10.408261938836194,10.408261938836194,0.3532073946540362,8.68596047608354,1.0567792499438653
China,2007,31.4,-13.2,9.090410958904107,1.6556164383561642,32.3,74.5,9.018180441400322,6983.547,5.267,5289.875,927.351,129.515,514.981,1.32581358E9,CHN,1.628735941E8,9.350300495E8,653049.8315,3.016435726E8,17.419075909602626,0.4009550075373452,5.267367226695626,489.21599999999944,7.532969908678799,7.532969908678799,0.4009550075373452,8.68596047608354,0.4044504828205664
China,2008,31.6,-23.6,8.496448087431698,1.0543715846994532,29.5,65.9,9.366499666059498,7501.498,5.624,5729.473,970.118,149.674,525.924,1.333821009E9,CHN,1.628735941E8,9.350300495E8,738091.8941,3.415780961E8,17.419075909602626,0.4531685434821507,5.624066459729905,517.951,7.416732499974588,7.416732499974588,0.4531685434821507,8.68596047608354,-0.18951238865184195
China,2009,32.3,-19.1,9.125753424657535,1.0600000000000005,31.8,70.2,9.075811468797568,7891.078,5.878,6028.489,982.348,164.404,583.56,1.342522709E9,CHN,1.628735941E8,9.350300495E8,599709.9611,2.763434547E8,17.419075909602626,0.3682057637481704,5.8777985259391246,389.58000000000084,5.193362712354266,5.193362712354266,0.3682057637481704,8.68596047608354,0.4397929485739951
China,2010,36.0,-16.4,8.72219178082192,1.0843835616438358,30.7,65.9,9.373477922374429,8620.576,6.378,6568.743,1092.571,199.585,639.592,1.351561511E9,CHN,1.628735941E8,9.350300495E8,627855.2494,2.836140923E8,17.419075909602626,0.3854862127095407,6.378234308863801,729.4979999999987,9.244592437180298,9.244592437180298,0.3854862127095407,8.68596047608354,0.03623130473837932
China,2011,33.5,-19.4,8.152328767123295,1.0473972602739725,27.7,63.7,9.158779474885849,9532.332,7.008,7309.709,1123.859,245.99,708.564,1.360250657E9,CHN,1.628735941E8,9.350300495E8,598619.8202,2.875689142E8,17.419075909602626,0.3675364465970239,7.007776067554585,911.7560000000012,10.576509040695203,10.576509040695203,0.3675364465970239,8.68596047608354,-0.5336317089602449
China,2012,32.1,-23.0,7.688524590163942,1.1090163934426236,30.0,67.3,9.30136861718276,9779.292,7.141,7464.744,1176.712,277.599,714.782,1.369520865E9,CHN,1.628735941E8,9.350300495E8,605034.2964,2.870554103E8,17.419075909602626,0.3714747622186843,7.140666673961189,246.95999999999913,2.590761631046834,2.590761631046834,0.3714747622186843,8.68596047608354,-0.9974358859195984
China,2013,32.0,-17.0,9.6358904109589,1.392328767123288,28.8,64.8,9.322990905631656,9956.329,7.22,7493.408,1234.621,320.127,748.323,1.379008046E9,CHN,1.628735941E8,9.350300495E8,441336.225,2.081912365E8,17.419075909602626,0.27096855536265224,7.219920890874918,177.03700000000026,1.810325328254847,1.810325328254847,0.27096855536265224,8.68596047608354,0.9499299348753603
China,2014,32.9,-18.9,8.703561643835613,1.3904109589041087,28.8,67.3,9.04664428462708,9990.257,7.198,7424.993,1255.605,370.222,770.284,1.387951973E9,CHN,1.628735941E8,9.350300495E8,531701.609,2.538341192E8,17.419075909602626,0.3264504672706796,7.197840555250971,33.927999999999884,0.34076816866939197,0.34076816866939197,0.3264504672706796,8.68596047608354,0.017601167752072655
